SUB_QUADRO,SEQ,V9001,V5302,V53021,V5304,V5307,V53011,V53061,id,nova
1,1,5300301,3,,1,1,4110,41000,4.2006011E13,0
1,1,5300301,3,,1,1,3115,28000,4.2006011E13,1
1,1,5300301,3,,2,1,9412,56011,4.2006011E13,0
2,1,5300601,6,,,1,,,4.2006011E13,1
1,1,5300301,3,,1,1,5249,86003,4.2008573E13,0
1,1,5300601,6,,,1,7318,13002,4.2008573E13,0
1,1,5300501,5,,,1,1412,56011,4.2008573E13,0
1,1,5300701,7,1,,,5120,56011,4.2008573E13,0
1,1,5300301,3,,1,1,4226,56011,4.2008573E13,0
1,1,5300401,4,,1,1,4110,84013,4.2008573E13,0
1,1,5300601,6,,,1,2611,69000,4.2008573E13,0
1,1,5300601,6,,,1,3322,22020,4.2008573E13,0
1,1,5300301,3,,1,1,5223,48080,4.2010519E13,0
1,1,5300301,3,,1,1,5230,91000,4.2010519E13,1
2,1,5300301,3,,1,1,,,4.2010519E13,1
1,1,5300301,3,,1,1,5120,87000,4.2010519E13,1
1,1,5300601,6,,,1,5120,56012,4.2010519E13,0
2,1,5300601,6,,,1,,,4.2010519E13,1
1,1,5300301,3,,1,1,3411,69000,4.2010519E13,0
1,1,5300601,6,,,1,6112,81020,4.2010519E13,0
1,1,5300301,3,,1,1,3513,62000,4.2010519E13,0
1,1,5300401,4,,,1,4110,84016,4.2010519E13,0
1,1,5300301,3,,1,1,4110,66002,4.2010519E13,0
1,1,5300501,5,,,1,1324,49030,4.2010519E13,0
1,1,5300401,4,,,1,2221,84012,4.2010519E13,1
2,1,5300601,6,,,1,,,4.2010519E13,1
1,1,5300601,6,,,1,5243,48042,4.2010519E13,0
1,1,5300301,3,,1,1,8331,49030,4.2004958E13,0
1,1,5300601,6,,,1,3123,41000,4.2004958E13,0
1,1,5300301,3,,1,1,5414,80000,4.2004958E13,0
1,1,5300701,7,1,,,9313,41000,4.2004958E13,0
1,1,5300301,3,,1,1,7411,68000,4.2004958E13,1
2,1,5300601,6,,,1,,,4.2004958E13,1
1,1,5300501,5,,,1,5221,48030,4.2004958E13,0
1,1,5300701,7,1,,,5223,48030,4.2004958E13,0
1,1,5300101,1,,1,1,9111,97000,4.2004958E13,1
1,1,5300401,4,,,1,2342,85011,4.2004958E13,1
1,1,5300301,3,,1,1,5230,48060,4.2004958E13,0
2,1,5300601,6,,,1,,,4.2004958E13,1
2,1,5300601,6,,,1,,,4.2004958E13,1
1,1,5300301,3,,1,1,9112,48080,4.2004958E13,0
1,1,5300301,3,,1,1,7231,45020,4.2004958E13,1
2,1,5300701,7,1,,,,,4.2004958E13,1
1,1,5300301,3,,1,1,8114,41000,4.2004958E13,0
1,1,5300601,6,,,1,7112,41000,4.2004958E13,0
1,1,5300301,3,,1,1,4110,1205,4.2004958E13,0
1,1,5300301,3,,1,1,5414,80000,4.2004958E13,1
2,1,5300301,3,,1,1,,,4.2004958E13,1
1,1,5300301,3,,1,1,7114,23099,4.2004958E13,0
1,1,5300301,3,,1,1,7512,48030,4.2004958E13,0
1,1,5300601,6,,,1,7533,95030,4.2004958E13,0
1,1,5300601,6,,,1,5212,56020,4.2004958E13,0
1,1,5300601,6,,,1,6225,3001,4.2004958E13,0
1,1,5300301,3,,1,1,7115,41000,4.2004958E13,0
1,1,5300601,6,,,1,6121,1201,4.2004958E13,0
1,1,5300401,4,,,1,5411,84016,4.2004958E13,0
1,1,5300601,6,,,1,6111,1106,4.2004958E13,0
1,1,5300601,6,,,1,6121,1201,4.2004958E13,0
1,1,5300301,3,,1,2,4226,78000,4.2005114E13,0
1,1,5300301,3,,1,1,9211,1109,4.2005114E13,0
1,1,5300301,3,,1,1,5153,81012,4.2005114E13,0
1,1,5300601,6,,,1,6111,1107,4.2005114E13,0
1,1,5300601,6,,,1,7112,41000,4.2005114E13,0
1,1,5300301,3,,2,1,7231,45020,4.2005114E13,0
1,1,5300301,3,,1,2,4226,78000,4.2005114E13,0
1,1,5300301,3,,1,2,8341,1117,4.2005114E13,0
1,1,5300301,3,,1,1,3423,93012,4.2005114E13,1
2,1,5300601,6,,,1,,,4.2005114E13,1
1,1,5300301,3,,1,1,9112,81011,4.2005114E13,1
2,1,5300301,3,,1,1,,,4.2005114E13,1
1,1,5300301,3,,1,1,8322,49040,4.2005114E13,1
2,1,5300601,6,,,1,,,4.2005114E13,1
1,1,5300301,3,,1,1,1420,48080,4.2005114E13,0
1,1,5300301,3,,1,1,5230,48080,4.2005114E13,0
1,1,5300601,6,,,1,5249,77010,4.2005114E13,0
1,1,5300101,1,,2,2,9111,97000,4.2005114E13,0
1,1,5300601,6,,,1,7112,41000,4.2005114E13,0
1,1,5300301,3,,1,1,9112,81011,4.2005114E13,0
1,1,5300401,4,,,2,8331,49030,4.2005114E13,0
1,1,5300301,3,,1,1,9412,56011,4.2005114E13,0
1,1,5300401,4,,,1,9112,85012,4.2005114E13,0
1,1,5300301,3,,1,2,7231,49030,4.2005114E13,0
1,1,5300601,6,,,1,9622,0,4.2005114E13,0
1,1,5300301,3,,1,1,4110,85029,4.2002143E13,0
1,1,5300301,3,,1,1,5329,86003,4.2002143E13,0
1,1,5300601,6,,,1,3339,82009,4.2002143E13,1
1,1,5300601,6,,,1,3311,64000,4.2002143E13,1
2,1,5300301,3,,1,1,,,4.2002143E13,1
2,1,5300301,3,,2,1,,,4.2002143E13,1
1,1,5300601,6,,,4,5246,56011,4.2002143E13,2
2,1,5300601,6,,,1,,,4.2002143E13,2
2,2,5300301,3,,2,1,,,4.2002143E13,2
1,1,5300301,3,,1,1,1213,86009,4.2002143E13,0
1,1,5300601,6,,,1,3431,74000,4.2002143E13,0
1,1,5300301,3,,1,1,7512,48030,4.2002143E13,1
2,1,5300301,3,,2,1,,,4.2002143E13,1
1,1,5300601,6,,,1,7512,56012,4.2002143E13,0
1,1,5300101,1,,2,1,5311,97000,4.2002143E13,0
1,1,5300601,6,,,1,8331,49030,4.2002143E13,0
1,1,5300301,3,,1,2,8322,55000,4.2001874E13,0
1,1,5300301,3,,2,1,9612,48078,4.2001874E13,1
1,1,5300301,3,,2,1,9313,41000,4.2001874E13,1
2,1,5300301,3,,2,1,,,4.2001874E13,1
2,1,5300301,3,,2,1,,,4.2001874E13,1
1,1,5300601,6,,,1,7131,43000,4.2001874E13,1
2,1,5300301,3,,2,2,,,4.2001874E13,1
1,1,5300601,6,,,1,7112,41000,4.2001874E13,0
1,1,5300301,3,,1,1,7122,41000,4.2001874E13,0
1,1,5300301,3,,1,1,9211,1201,4.2001874E13,0
1,1,5300301,3,,1,1,7122,41000,4.2001874E13,0
1,1,5300301,3,,1,2,9333,51000,4.2008417E13,0
1,1,5300401,4,,,2,2421,84012,4.2008417E13,0
1,1,5300301,3,,1,2,7232,51000,4.2008417E13,0
1,1,5300301,3,,1,2,9112,81012,4.2008417E13,0
1,1,5300301,3,,2,2,5246,56011,4.2008417E13,0
1,1,5300601,6,,,1,2642,63000,4.2008417E13,0
1,1,5300101,1,,1,1,9111,97000,4.2008417E13,0
1,1,5300601,6,,,1,9612,48078,4.2008417E13,0
1,1,5300601,6,,,1,9612,48078,4.2008417E13,0
1,1,5300301,3,,1,1,5131,56011,4.2008417E13,1
1,1,5300301,3,,1,1,2341,85012,4.2008417E13,0
2,1,5300601,6,,,1,,,4.2008417E13,1
1,1,5300301,3,,1,1,3411,69000,4.2001939E13,0
1,1,5300301,3,,1,1,4321,10010,4.2001939E13,0
1,1,5300601,6,,,1,7112,41000,4.2001939E13,0
1,1,5300301,3,,1,1,8151,96010,4.2001939E13,0
1,1,5300301,3,,1,1,7323,10010,4.2001939E13,0
1,1,5300301,3,,1,1,5120,56011,4.2001939E13,0
1,1,5300601,6,,,1,7112,41000,4.2001939E13,0
1,1,5300301,3,,1,1,7511,10010,4.2001939E13,0
1,1,5300301,3,,1,1,7112,23099,4.2001939E13,0
1,1,5300601,6,,,1,5221,93020,4.2001939E13,0
1,1,5300301,3,,1,1,7543,10010,4.2001939E13,0
1,1,5300301,3,,1,1,5153,81012,4.2001939E13,0
1,1,5300301,3,,1,1,7511,10010,4.2001939E13,0
1,1,5300301,3,,1,1,7511,10010,4.2001939E13,0
1,1,5300301,3,,1,1,8332,10010,4.2001939E13,0
1,1,5300301,3,,1,1,8153,14001,4.2001939E13,0
1,1,5300401,4,,,1,8342,84013,4.2001939E13,0
1,1,5300401,4,,,1,9112,84013,4.2001939E13,0
1,1,5300401,4,,,1,4110,84013,4.2003382E13,0
1,1,5300301,3,,1,1,4211,64000,4.2003382E13,0
1,1,5300401,4,,1,2,3359,84012,4.2003382E13,1
1,1,5300101,1,,1,1,9111,97000,4.2003382E13,0
2,1,5300301,3,,2,1,,,4.2003382E13,1
1,1,5300401,4,,,2,2341,85012,4.2003382E13,0
1,1,5300601,6,,,1,7231,45020,4.2003382E13,1
1,1,5300301,3,,1,1,9112,64000,4.2003382E13,0
2,1,5300301,3,,1,1,,,4.2003382E13,1
1,1,5300101,1,,2,1,5311,97000,4.2003382E13,2
1,1,5300601,6,,,1,9111,99999,4.2003382E13,0
2,1,5300601,6,,,1,,,4.2003382E13,2
2,2,5300101,1,,2,1,,,4.2003382E13,2
1,1,5300301,3,,1,2,7511,1205,4.2003382E13,1
1,1,5300301,3,,2,1,6122,1205,4.2003382E13,0
2,1,5300301,3,,2,1,,,4.2003382E13,1
1,1,5300301,3,,1,2,6210,16002,4.2003382E13,0
1,1,5300601,6,,,1,9520,48100,4.2003382E13,0
1,1,5300601,6,,,1,9211,1119,4.2003382E13,0
1,1,5300501,5,,,1,6111,1107,4.2003382E13,0
1,1,5300601,6,,,1,6121,1201,4.2003382E13,0
1,1,5300301,3,,2,1,8153,14001,4.2005994E13,0
1,1,5300301,3,,1,1,7322,25002,4.2005994E13,0
1,1,5300401,4,,,1,7126,36000,4.2005994E13,1
1,1,5300401,4,,,1,5246,84013,4.2005994E13,0
1,1,5300301,3,,1,1,7223,14001,4.2005994E13,0
2,1,5300601,6,,,1,,,4.2005994E13,1
1,1,5300301,3,,2,1,9321,14001,4.2005994E13,0
1,1,5300301,3,,1,1,8152,14001,4.2005994E13,0
1,1,5300301,3,,1,1,4110,86001,4.2005994E13,0
1,1,5300601,6,,,1,7412,45020,4.2005994E13,0
1,1,5300301,3,,1,1,8332,49040,4.2005994E13,0
1,1,5300301,3,,2,1,8153,14002,4.2005994E13,0
1,1,5300301,3,,1,1,8122,45020,4.2005994E13,1
2,1,5300601,6,,,1,,,4.2005994E13,1
1,1,5300301,3,,1,1,7512,48030,4.2005994E13,0
1,1,5300401,4,,,1,2341,85012,4.2005994E13,0
1,1,5300501,5,,,1,7112,41000,4.2005994E13,0
1,1,5300601,6,,,1,9321,14001,4.2005994E13,0
1,1,5300301,3,,2,1,9321,14001,4.2005994E13,0
1,1,5300301,3,,1,1,3122,14001,4.2005994E13,0
1,1,5300301,3,,1,1,5245,48060,4.200027E13,0
1,1,5300301,3,,2,1,8153,14001,4.200027E13,0
1,1,5300301,3,,1,1,5153,80000,4.200027E13,0
1,1,5300301,3,,1,1,8153,14001,4.200027E13,0
1,1,5300301,3,,1,1,8332,49040,4.200027E13,0
1,1,5300601,6,,,1,7112,41000,4.200027E13,0
1,1,5300301,3,,2,1,8153,14002,4.200027E13,0
1,1,5300301,3,,1,1,5414,22020,4.200027E13,0
1,1,5300301,3,,1,1,5414,22020,4.200027E13,0
1,1,5300301,3,,2,1,8153,14001,4.200027E13,0
1,1,5300301,3,,1,1,8159,14001,4.200027E13,0
1,1,5300301,3,,2,1,8154,14001,4.200027E13,0
1,1,5300301,3,,1,1,9621,23099,4.200027E13,0
1,1,5300601,6,,,1,8153,14001,4.200027E13,0
1,1,5300301,3,,1,1,9412,94099,4.200027E13,0
1,1,5300301,3,,1,1,8154,14001,4.200027E13,0
1,1,5300301,3,,1,1,5230,48080,4.200027E13,0
1,1,5300101,1,,1,1,9111,97000,4.2005646E13,0
1,1,5300601,6,,,1,6225,3001,4.2005646E13,0
1,1,5300701,7,1,,,7511,3001,4.2005646E13,0
1,1,5300301,3,,2,1,8321,48076,4.2005646E13,1
2,1,5300301,3,,2,1,,,4.2005646E13,1
1,1,5300601,6,,,1,3114,95030,4.2005646E13,0
1,1,5300301,3,,1,2,5223,48050,4.2005646E13,0
1,1,5300601,6,,,1,5142,96020,4.2005646E13,0
1,1,5300301,3,,2,1,5120,56011,4.2005646E13,0
1,1,5300601,6,,,1,7511,3001,4.2005646E13,0
1,1,5300301,3,,1,1,1321,3001,4.2005646E13,0
1,1,5300301,3,,1,1,7511,3001,4.2005646E13,0
1,1,5300101,1,,2,1,9111,97000,4.2005646E13,0
1,1,5300301,3,,1,2,5153,81011,4.2005691E13,0
1,1,5300601,6,,,1,7512,56012,4.2005691E13,0
1,1,5300601,6,,,1,6225,3001,4.2005691E13,0
1,1,5300301,3,,1,2,9333,49040,4.2005691E13,0
1,1,5300401,4,,,1,2342,85011,4.2005691E13,0
1,1,5300301,3,,1,1,8152,14001,4.2005691E13,0
1,1,5300301,3,,1,1,7214,30010,4.2005691E13,0
1,1,5300601,6,,,1,2642,58000,4.2005691E13,0
1,1,5300401,4,,,1,2341,85012,4.2005691E13,0
1,1,5300601,6,,,1,6225,3001,4.2005691E13,0
1,1,5300301,3,,1,1,4311,48030,4.2005691E13,0
1,1,5300301,3,,1,2,8189,22020,4.2005691E13,0
1,1,5300301,3,,1,1,8350,50000,4.2005691E13,1
1,1,5300601,6,,,1,6225,3002,4.2005691E13,1
1,1,5300301,3,,1,1,6225,3001,4.2005691E13,0
2,1,5300701,7,1,,,,,4.2005691E13,1
2,1,5300601,6,,,1,,,4.2005691E13,1
1,1,5300601,6,,,1,3334,41000,4.2005691E13,0
1,1,5300601,6,,,1,5142,96020,4.2005691E13,0
1,1,5300301,3,,1,2,5246,56011,4.2004262E13,0
1,1,5300601,6,,,1,7112,41000,4.2004262E13,1
1,1,5300401,4,,,2,2341,85012,4.2004262E13,0
1,1,5300301,3,,1,2,4321,22020,4.2004262E13,0
2,1,5300101,1,,1,2,,,4.2004262E13,1
1,1,5300601,6,,,1,2212,86002,4.2004262E13,0
1,1,5300401,4,,,1,9312,84013,4.2004262E13,1
2,1,5300601,6,,,1,,,4.2004262E13,1
1,1,5300301,3,,1,1,5414,80000,4.2004262E13,0
1,1,5300301,3,,2,1,7231,45020,4.2004262E13,0
1,1,5300301,3,,2,1,7231,45020,4.2004262E13,0
1,1,5300501,5,,,1,1412,56011,4.2004262E13,1
1,1,5300701,7,1,,,9412,56011,4.2004262E13,0
1,1,5300301,3,,1,1,5223,48042,4.2004262E13,0
2,1,5300601,6,,,3,,,4.2004262E13,1
1,1,5300501,5,,,1,6121,1204,4.2004742E13,0
1,1,5300501,5,,,1,6121,1204,4.2004742E13,0
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6111,1106,4.2004742E13,0
1,1,5300701,7,1,,,6121,1201,4.2004742E13,1
2,1,5300701,7,1,,,,,4.2004742E13,1
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6121,1204,4.2004742E13,0
1,1,5300301,3,,2,1,8142,22020,4.2004742E13,0
1,1,5300301,3,,1,1,8332,23099,4.2004742E13,1
1,1,5300301,3,,1,1,6121,1204,4.2004742E13,0
2,1,5300301,3,,2,1,,,4.2004742E13,1
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300301,3,,1,1,4110,1205,4.2004742E13,0
1,1,5300301,3,,1,1,3119,28000,4.2004742E13,0
1,1,5300601,6,,,1,7131,43000,4.2004742E13,0
1,1,5300501,5,,,1,1321,10099,4.2004742E13,0
1,1,5300501,5,,,1,1321,10099,4.2004742E13,0
1,1,5300601,6,,,1,6111,1106,4.2004742E13,0
1,1,5300601,6,,,1,6111,1106,4.2004742E13,0
1,1,5300301,3,,1,1,6121,1204,4.2004742E13,0
1,1,5300301,3,,1,1,6121,1201,4.2004742E13,0
1,1,5300301,3,,1,1,3132,1205,4.2004742E13,0
1,1,5300601,6,,,3,6111,1119,4.2004742E13,0
1,1,5300601,6,,,3,6111,1119,4.2004742E13,0
1,1,5300301,3,,1,1,9112,10010,4.2004742E13,0
1,1,5300401,4,,,1,2330,85013,4.2004742E13,0
1,1,5300301,3,,1,1,2145,20020,4.2004742E13,0
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300501,5,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6121,1201,4.2004742E13,0
1,1,5300601,6,,,1,6121,1204,4.2004742E13,0
1,1,5300601,6,,,1,6122,1205,4.2004742E13,0
1,1,5300601,6,,,1,6111,1106,4.2004742E13,0
1,1,5300301,3,,1,1,5223,48079,4.2004549E13,0
1,1,5300301,3,,1,1,7522,31000,4.2004549E13,0
1,1,5300301,3,,1,1,7543,14001,4.2004549E13,0
1,1,5300301,3,,1,1,5223,73010,4.2004549E13,0
1,1,5300301,3,,1,1,5245,48060,4.2004549E13,0
1,1,5300601,6,,,1,7112,41000,4.2004549E13,0
1,1,5300301,3,,1,1,7112,43000,4.2004549E13,0
1,1,5300301,3,,1,1,8154,14001,4.2004549E13,0
1,1,5300301,3,,1,1,7512,48030,4.2004549E13,0
1,1,5300301,3,,1,1,7233,45020,4.2004549E13,0
1,1,5300301,3,,1,1,5414,80000,4.2004549E13,1
1,1,5300301,3,,1,1,9333,49040,4.2004549E13,0
2,1,5300301,3,,2,1,,,4.2004549E13,1
1,1,5300301,3,,1,1,7231,45020,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300301,3,,1,1,8141,45020,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300301,3,,1,4,9313,41000,4.2003721E13,1
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300301,3,,1,1,7543,14001,4.2003721E13,0
2,1,5300601,6,,,1,,,4.2003721E13,1
1,1,5300301,3,,2,1,9313,41000,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300401,4,,,1,8342,84013,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300601,6,,,1,7112,41000,4.2003721E13,0
1,1,5300401,4,,,1,2261,86002,4.2003721E13,0
1,1,5300401,4,,,1,2261,86002,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300301,3,,1,1,7543,13001,4.2003721E13,0
1,1,5300301,3,,1,1,8153,14001,4.2003721E13,0
1,1,5300301,3,,1,1,9313,41000,4.2003721E13,0
1,1,5300301,3,,1,1,5222,48080,4.2000188E13,0
1,1,5300601,6,,,1,5223,48077,4.2000188E13,1
1,1,5300301,3,,1,1,7531,14001,4.2000188E13,0
1,1,5300301,3,,1,1,7112,41000,4.2000188E13,0
2,1,5300601,6,,,1,,,4.2000188E13,1
1,1,5300301,3,,1,1,8332,49040,4.2000188E13,0
1,1,5300301,3,,2,1,3432,74000,4.2000188E13,1
2,1,5300601,6,,,1,,,4.2000188E13,1
1,1,5300301,3,,1,1,5230,48030,4.2000188E13,0
1,1,5300301,3,,1,1,1221,45030,4.2000188E13,0
1,1,5300301,3,,1,1,9411,56011,4.2000188E13,0
1,1,5300301,3,,1,1,8151,14001,4.2000188E13,1
2,1,5300101,1,,2,1,,,4.2000188E13,1
1,1,5300301,3,,1,1,8142,22020,4.2000188E13,0
1,1,5300101,1,,2,1,9111,97000,4.2000188E13,0
1,1,5300101,1,,2,1,9111,97000,4.2000188E13,0
1,1,5300301,3,,2,1,3122,13001,4.2000188E13,0
1,1,5300601,6,,,1,0,73010,4.2000188E13,0
1,1,5300601,6,,,2,5141,96020,4.2000188E13,0
1,1,5300301,3,,2,1,5311,85011,4.2000188E13,0
1,1,5300101,1,,1,1,9111,97000,4.2000188E13,0
1,1,5300301,3,,1,1,9334,48030,4.2000188E13,0
1,1,5300301,3,,2,1,7512,48030,4.2000188E13,0
1,1,5300301,3,,1,1,8183,22020,4.2000188E13,0
1,1,5300601,6,,,1,8332,49040,4.200597E13,0
1,1,5300301,3,,1,1,9112,81011,4.200597E13,0
1,1,5300601,6,,,1,3322,48050,4.200597E13,0
1,1,5300301,3,,1,1,5223,48050,4.200597E13,0
1,1,5300301,3,,1,1,3339,48050,4.200597E13,0
1,1,5300301,3,,2,1,5243,45030,4.200597E13,1
1,1,5300301,3,,1,1,4110,14001,4.200597E13,0
2,1,5300601,6,,,1,,,4.200597E13,1
1,1,5300301,3,,2,1,4110,45020,4.200597E13,1
1,1,5300301,3,,1,1,3512,62000,4.200597E13,0
2,1,5300601,6,,,1,,,4.200597E13,1
1,1,5300301,3,,1,1,2411,69000,4.200597E13,0
1,1,5300301,3,,1,1,8153,14001,4.200597E13,0
1,1,5300301,3,,1,1,9629,48080,4.200597E13,0
1,1,5300601,6,,,1,3322,48010,4.200597E13,0
1,1,5300501,5,,,1,1321,24002,4.200597E13,0
1,1,5300301,3,,1,1,8153,14001,4.200597E13,0
1,1,5300301,3,,1,2,7321,18000,4.200597E13,0
1,1,5300301,3,,1,1,7543,8001,4.200597E13,0
1,1,5300301,3,,1,1,8142,22020,4.200597E13,0
1,1,5300301,3,,1,1,8153,14001,4.200597E13,0
1,1,5300301,3,,1,1,7234,48079,4.200597E13,0
1,1,5300301,3,,1,1,7123,43000,4.2007109E13,1
2,1,5300301,3,,2,1,,,4.2007109E13,1
1,1,5300301,3,,2,1,9412,56011,4.2007109E13,0
1,1,5300301,3,,1,1,4226,14001,4.2007109E13,1
2,1,5300301,3,,2,1,,,4.2007109E13,1
1,1,5300601,6,,,1,8332,48050,4.2007109E13,0
1,1,5300501,5,,,1,6111,1119,4.2007109E13,0
1,1,5300301,3,,1,1,2413,10091,4.2007109E13,0
1,1,5300601,6,,,1,6111,1106,4.2007109E13,0
1,1,5300601,6,,,1,5221,48079,4.2007109E13,0
1,1,5300301,3,,2,1,6112,14001,4.2001241E13,0
1,1,5300601,6,,,1,8153,14001,4.2001241E13,0
1,1,5300301,3,,2,1,8153,14001,4.2001241E13,0
1,1,5300301,3,,1,1,7231,45020,4.2001241E13,0
1,1,5300601,6,,,1,7115,30010,4.2001241E13,0
1,1,5300101,1,,2,1,9111,97000,4.2001241E13,0
1,1,5300101,1,,2,1,6112,97000,4.2001241E13,0
1,1,5300601,6,,,1,5221,48077,4.2001241E13,0
1,1,5300301,3,,1,1,8332,49040,4.2001241E13,0
1,1,5300601,6,,,1,7318,13001,4.2001241E13,0
1,1,5300301,3,,1,1,1321,17001,4.2001241E13,0
1,1,5300601,6,,,1,7531,14001,4.2001241E13,0
1,1,5300601,6,,,1,8153,14001,4.2001241E13,0
1,1,5300301,3,,2,1,8153,14001,4.2001241E13,1
1,1,5300301,3,,1,1,8344,49040,4.2001241E13,0
2,1,5300601,6,,,1,,,4.2001241E13,1
1,1,5300301,3,,2,1,9112,16001,4.2001241E13,0
1,1,5300301,3,,1,1,7511,48030,4.2001241E13,0
1,1,5300301,3,,1,1,9333,49040,4.2001241E13,0
1,1,5300301,3,,2,1,7532,14001,4.2001241E13,0
1,1,5300301,3,,1,1,9321,16002,4.2001241E13,0
1,1,5300501,5,,,1,8153,14001,4.2001241E13,0
1,1,5300601,6,,,1,9621,48076,4.2001241E13,0
1,1,5300601,6,,,1,7131,43000,4.2001241E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,9520,48100,4.2009751E13,0
1,1,5300301,3,,1,1,3221,86001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300101,1,,1,1,9111,97000,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300301,3,,2,1,7511,48030,4.2009751E13,0
1,1,5300301,3,,2,1,7522,16001,4.2009751E13,0
1,1,5300601,6,,,1,6122,1205,4.2009751E13,2
2,1,5300601,6,,,1,,,4.2009751E13,2
2,2,5300701,7,1,,,,,4.2009751E13,2
1,1,5300601,6,,,1,5141,96020,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,6225,3001,4.2009751E13,0
1,1,5300601,6,,,1,8153,48041,4.20105E13,0
1,1,5300601,6,,,1,7411,43000,4.20105E13,0
1,1,5300101,1,,2,1,9111,97000,4.20105E13,0
1,1,5300601,6,,,1,9612,48078,4.20105E13,0
1,1,5300301,3,,2,1,4110,85012,4.20105E13,0
1,1,5300601,6,,,1,7112,41000,4.20105E13,0
1,1,5300101,1,,2,1,9111,97000,4.20105E13,0
1,1,5300101,1,,2,1,9111,97000,4.20105E13,0
1,1,5300301,3,,1,1,7511,48030,4.20105E13,0
1,1,5300601,6,,,1,8322,49040,4.2008177E13,0
1,1,5300301,3,,1,1,7231,45020,4.2008177E13,0
1,1,5300301,3,,1,1,4110,14001,4.2008177E13,0
1,1,5300301,3,,2,1,9333,50000,4.2008177E13,0
1,1,5300501,5,,,1,1412,56011,4.2008177E13,0
1,1,5300601,6,,,1,7112,41000,4.2008177E13,0
1,1,5300501,5,,,1,1321,25001,4.2008177E13,0
1,1,5300301,3,,1,1,2411,25001,4.2008177E13,0
1,1,5300601,6,,,1,7231,45020,4.2008177E13,0
1,1,5300301,3,,1,1,3432,14001,4.2008177E13,0
1,1,5300301,3,,2,1,5414,48080,4.2008177E13,0
1,1,5300601,6,,,1,2421,15020,4.2010484E13,0
1,1,5300401,4,,1,1,2359,84013,4.2010484E13,1
2,1,5300601,6,,,1,,,4.2010484E13,1
1,1,5300401,4,,,1,7112,84013,4.2010484E13,0
1,1,5300301,3,,1,1,5120,86001,4.2010484E13,0
1,1,5300301,3,,1,1,9412,55000,4.2010484E13,0
1,1,5300301,3,,2,1,7412,45020,4.2010484E13,0
1,1,5300401,4,,,1,9112,85012,4.2010484E13,0
1,1,5300301,3,,1,1,9112,55000,4.2010484E13,0
1,1,5300501,5,,,1,7111,41000,4.2010484E13,0
1,1,5300301,3,,1,1,5223,48042,4.2010484E13,0
1,1,5300501,5,,,1,2411,69000,4.2010484E13,0
1,1,5300501,5,,,1,3123,41000,4.2010484E13,0
1,1,5300601,6,,,1,2161,71000,4.2010484E13,1
1,1,5300301,3,,1,1,7114,41000,4.2010484E13,0
2,1,5300601,6,,,1,,,4.2010484E13,1
1,1,5300601,6,,,1,6122,1205,4.2010484E13,0
1,1,5300601,6,,,1,9612,48078,4.2010484E13,0
1,1,5300101,1,,1,1,9111,97000,4.2010484E13,0
1,1,5300601,6,,,1,6121,1201,4.2005767E13,0
1,1,5300701,7,1,,,6121,1201,4.2005767E13,0
1,1,5300601,6,,,1,6122,1205,4.2005767E13,0
1,1,5300601,6,,,1,9215,2000,4.2005767E13,0
1,1,5300301,3,,1,1,5153,81011,4.2005767E13,0
1,1,5300301,3,,2,2,9211,1102,4.2005767E13,0
1,1,5300601,6,,,1,6121,1201,4.2005767E13,1
1,1,5300701,7,1,,,6121,1201,4.2005767E13,1
2,1,5300601,6,,,1,,,4.2005767E13,1
2,1,5300701,7,1,,,,,4.2005767E13,1
1,1,5300701,7,1,,,6121,1201,4.2005767E13,0
1,1,5300601,6,,,1,6121,1201,4.2005767E13,0
1,1,5300601,6,,,1,6111,1117,4.2005767E13,1
